round_number,agent_id,agent_group,institution_choice,contribution,prop_of_wealth,wealth_eor,stage1_cap,liquidity_forced_approx,voluntary_zero_approx,reputation,shock_occurred,ldf_payout_round,prev_contribution,prev_prop,prev_reputation,prev_ldf_payout,mentions_coop,mentions_mcpr,mentions_conserve,mentions_free_ride,evidence_id,contribution_reasoning
4,1,developing,SFI,0.0,0.0,1083126.6285714286,1083126.0,False,True,5.12,0,0.0,100000.0,0.151990361552935,7.88,0.0,0,1,0,1,RB-04-A1-contribution,I choose not to contribute due to low marginal return and high vulnerability index.
4,2,developing,SFI,0.0,0.0,661752.6285714286,661752.0,False,True,5.24,0,0.0,1000364.0,4.228752153161364,1.0,0.0,0,1,0,1,RB-04-A2-contribution,"I chose not to contribute due to the high marginal return and past low contributions from peers, which suggests that contributing will have a minimal impact on my payoff."
4,5,developing,SFI,0.0,0.0,1215506.6285714286,1215506.0,False,True,5.48,0,0.0,100000.0,0.1265315926249579,5.0,0.0,0,1,0,1,RB-04-A5-contribution,I chose not to contribute due to low marginal return and past contributions from peers.
4,16,developing,SFI,0.0,0.0,1280626.6285714286,1280626.0,False,True,1.0,0,0.0,0.0,0.0,1.36,0.0,0,1,0,1,RB-04-A16-contribution,I chose not to contribute due to the high marginal return and past low contributions from peers.
5,9,developing,SFI,0.0,0.0,1453666.9142857145,1453666.0,False,True,5.0,1,20250.0,200000.0,0.2965921728817132,5.0,0.0,0,1,0,1,RB-05-A9-contribution,I choose not to contribute due to low marginal return and high vulnerability index.
5,15,developing,SFI,0.0,0.0,1723726.9142857145,1723726.0,False,True,5.0,1,20250.0,200000.0,0.2117776702350599,1.0,0.0,0,0,0,0,RB-05-A15-contribution,"Based on previous rounds' data, I expect other agents to contribute significantly, making my contribution negligible."
6,23,developing,SFI,0.0,0.0,2146357.4285714286,2146357.0,False,True,5.0,0,0.0,200000.0,0.134777163865657,7.52,20250.0,0,1,0,1,RB-06-A23-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
7,8,developing,SFI,0.0,0.0,1974873.285714286,1974873.0,False,True,7.04,0,0.0,514341.0,0.3949571369475266,5.0,0.0,0,0,0,0,RB-07-A8-contribution,"Based on previous rounds' data, I expect other agents to contribute significantly, making my contribution irrelevant."
7,15,developing,SFI,0.0,0.0,2558756.285714286,2558756.0,False,True,5.12,0,0.0,500000.0,0.2650897813645519,1.0,0.0,0,1,0,0,RB-07-A15-contribution,No contribution maximizes my payoff given low marginal return and high vulnerability index.
8,12,developing,SFI,0.0,0.0,2036095.685714286,2036095.0,False,True,7.04,0,0.0,716836.0,0.6725264056156136,5.24,0.0,0,1,0,1,RB-08-A12-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
8,16,developing,SFI,0.0,0.0,1905240.6857142856,1905240.0,False,True,5.12,0,0.0,400000.0,0.4277936299083971,5.16,0.0,0,1,0,1,RB-08-A16-contribution,"I chose to contribute nothing because my marginal return per unit contributed is low, and I am a developing country with a high vulnerability index."
8,23,developing,SFI,0.0,0.0,2789170.685714286,2789170.0,False,True,5.36,0,0.0,1000000.0,0.5497646143534743,1.0,0.0,0,1,0,1,RB-08-A23-contribution,I chose not to contribute due to low marginal return and high vulnerability index.
9,15,developing,SFI,0.0,0.0,3366157.4285714286,3366157.0,False,True,5.0,0,0.0,1000000.0,0.3954184156117336,1.0,0.0,0,1,0,0,RB-09-A15-contribution,Contribution is zero due to low marginal return per unit contributed.
10,5,developing,SFI,0.0,0.0,2126073.428571429,2126073.0,False,True,5.84,1,40500.0,500000.0,0.3301704264273691,5.0,0.0,0,1,0,0,RB-10-A5-contribution,"Based on low marginal return and high vulnerability index, contributing zero is a rational choice."
10,8,developing,SFI,0.0,0.0,3758100.4285714286,3758100.0,False,True,3.0,1,40500.0,121537.0,0.03862736395718,5.12,0.0,0,1,0,0,RB-10-A8-contribution,"The marginal return to me per unit contributed is low, and contributing zero aligns with my self-interest."
10,9,developing,SFI,0.0,0.0,4207801.428571429,4207801.0,False,True,5.0,1,40500.0,200000.0,0.0556158457807555,7.04,0.0,0,1,0,0,RB-10-A9-contribution,"The marginal return to me per unit contributed is low, and contributing zero aligns with my self-interest."
10,15,developing,SFI,0.0,0.0,3977861.4285714286,3977861.0,False,True,1.0,1,40500.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-10-A15-contribution,"The marginal return to me per unit contributed is low, and contributing zero aligns with my previous behavior."
10,16,developing,SFI,0.0,0.0,2354135.4285714286,2354135.0,False,True,3.48,1,40500.0,1000000.0,0.573910676542303,1.0,0.0,0,1,1,0,RB-10-A16-contribution,Low marginal return to me per unit contributed and no apparent need for high contribution given my current wealth.
11,5,developing,SFI,0.0,0.0,3486768.514285715,3486768.0,False,True,1.0,0,0.0,0.0,0.0,5.84,40500.0,0,1,0,0,RB-11-A5-contribution,Contribution is not rational given low marginal return and high vulnerability index.
11,12,developing,SFI,0.0,0.0,2845685.514285715,2845685.0,False,True,4.6,0,0.0,1000000.0,0.6734050137696893,5.12,40500.0,0,1,0,0,RB-11-A12-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
11,15,developing,SFI,0.0,0.0,5338556.514285714,5338556.0,False,True,1.0,0,0.0,0.0,0.0,1.0,40500.0,0,1,0,0,RB-11-A15-contribution,"The marginal return to me per unit contributed is low, and I have no incentive to contribute more than zero."
11,16,developing,SFI,0.0,0.0,3714830.5142857134,3714830.0,False,True,1.0,0,0.0,0.0,0.0,3.48,40500.0,0,1,1,0,RB-11-A16-contribution,Contribution is not justified by a high enough marginal return to investment (MCPR of 0.1143) given current wealth and budget constraints.
11,23,developing,SFI,0.0,0.0,3598760.5142857144,3598760.0,False,True,5.0,0,0.0,1000000.0,0.4468144618266618,7.4,40500.0,0,1,0,0,RB-11-A23-contribution,Low marginal return and high vulnerability index make contributing zero a rational choice.
12,2,developing,SFI,0.0,0.0,6325062.600000001,6325062.0,False,True,5.0,0,0.0,143786.0,0.0315281490241708,5.0,0.0,0,1,0,0,RB-12-A2-contribution,"Based on low marginal return and high vulnerability index, contributing zero is a rational choice."
12,3,developing,SFI,0.0,0.0,3847460.600000001,3847460.0,False,True,7.64,0,0.0,1000000.0,0.4800866043313988,5.0,0.0,0,1,0,0,RB-12-A3-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, consistent with my institution's typical behavior."
12,23,developing,SFI,0.0,0.0,5363263.600000001,5363263.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-12-A23-contribution,Low marginal return and high vulnerability index make contributing zero a rational choice.
13,1,developing,SFI,0.0,0.0,4827024.285714286,4827024.0,False,True,5.0,0,0.0,1000000.0,0.3647239572140866,5.0,0.0,0,0,0,1,RB-13-A1-contribution,"Based on my institution's historical contributions and previous rounds' data, I choose not to contribute significantly this round."
13,2,developing,SFI,0.0,0.0,8410287.285714287,8410287.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-13-A2-contribution,My contribution is zero due to low marginal return and high vulnerability index.
13,5,developing,SFI,0.0,0.0,7162158.285714286,7162158.0,False,True,5.0,0,0.0,174338.0,0.0343392318544406,1.0,0.0,0,1,0,0,RB-13-A5-contribution,No contribution is rational given low marginal return and high vulnerability index.
14,5,developing,SFI,0.0,0.0,9053210.514285715,9053210.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-14-A5-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, consistent with my internal beliefs."
14,11,developing,SFI,0.0,0.0,7272772.514285715,7272772.0,False,True,5.12,0,0.0,1148076.0,0.2133288129164859,5.0,0.0,0,1,0,1,RB-14-A11-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
15,2,developing,SFI,0.0,0.0,11646066.885714289,11646066.0,False,True,5.0,0,0.0,143786.0,0.0141555739576244,1.36,0.0,0,1,0,1,RB-15-A2-contribution,"I choose to contribute nothing due to low marginal return and high vulnerability index, which aligns with my previous contributions."
15,10,developing,SFI,0.0,0.0,5367684.885714287,5367684.0,False,True,5.0,0,0.0,1500000.0,0.3866805049676181,5.0,0.0,0,1,0,1,RB-15-A10-contribution,"I choose to contribute nothing due to low marginal return and high vulnerability index, as per my internal beliefs."
15,11,developing,SFI,0.0,0.0,8761285.885714287,8761285.0,False,True,1.0,0,0.0,0.0,0.0,5.12,0.0,0,1,0,1,RB-15-A11-contribution,"Due to low marginal return and high vulnerability index, I choose not to contribute."
15,16,developing,SFI,0.0,0.0,3379565.885714287,3379565.0,False,True,7.64,0,0.0,2947838.0,1.5588345525737302,5.0,0.0,0,1,0,0,RB-15-A16-contribution,Low marginal return and high vulnerability index make contributing zero optimal for my interests.
16,5,developing,SFI,0.0,0.0,11996976.285714287,11996976.0,False,True,5.0,0,0.0,174338.0,0.0168160037565717,4.96,0.0,0,1,0,0,RB-16-A5-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, aligning with my institution's typical behavior."
16,9,developing,SFI,0.0,0.0,6113320.285714287,6113320.0,False,True,5.0,0,0.0,1000000.0,0.2230286001808723,5.48,0.0,0,1,0,0,RB-16-A9-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, aligning with my institution's typical behavior."
16,11,developing,SFI,0.0,0.0,10390876.285714287,10390876.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-16-A11-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, which aligns with my previous contributions."
17,2,developing,SFI,0.0,0.0,15287489.342857145,15287489.0,False,True,5.0,0,0.0,143786.0,0.0109493915125729,1.36,0.0,0,1,0,0,RB-17-A2-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, aligning with my institution's typical behavior of contributing more when it serves their interests."
17,9,developing,SFI,0.0,0.0,8268938.342857145,8268938.0,False,True,1.36,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-17-A9-contribution,Low marginal return and high vulnerability index make contributing zero optimal.
17,13,developing,SFI,0.0,0.0,3785209.342857144,3785209.0,False,True,5.36,0,0.0,1488513.0,0.9134271967756324,5.24,0.0,0,1,0,0,RB-17-A13-contribution,I chose to contribute zero due to low marginal return and high vulnerability index.
18,2,developing,SFI,0.0,0.0,16042589.342857145,16042589.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-18-A2-contribution,"Contribution is zero due to low marginal return and high vulnerability index, consistent with my institution's typical behavior."
18,5,developing,SFI,0.0,0.0,13907694.342857145,13907694.0,False,True,5.0,0,0.0,1000000.0,0.0760306274132962,1.36,0.0,0,1,0,0,RB-18-A5-contribution,"I chose to contribute zero due to low marginal return and high vulnerability index, which makes contributing more than this amount unprofitable."
18,9,developing,SFI,0.0,0.0,9024038.342857145,9024038.0,False,True,1.0,0,0.0,0.0,0.0,1.36,0.0,0,1,0,0,RB-18-A9-contribution,Contribution is zero due to low marginal return and high vulnerability index.
18,11,developing,SFI,0.0,0.0,12301594.342857145,12301594.0,False,True,5.0,0,0.0,1000000.0,0.0866063733550969,1.36,0.0,0,1,0,0,RB-18-A11-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, as indicated by my internal beliefs."
18,12,developing,SFI,0.0,0.0,4713691.342857145,4713691.0,False,True,5.0,0,0.0,1013762.0,0.2560916023396113,7.88,0.0,0,0,0,0,RB-18-A12-contribution,"Based on my institution's typical behavior and previous contributions, I choose to contribute zero this round."
18,16,developing,SFI,0.0,0.0,4070146.342857144,4070146.0,False,True,6.08,0,0.0,2947838.0,0.8892298010709987,5.0,0.0,0,1,0,0,RB-18-A16-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, aligning with my institution's typical behavior."
18,17,developing,SFI,0.0,0.0,5409552.342857145,5409552.0,False,True,7.44,0,0.0,1500000.0,0.322272071880152,5.0,0.0,0,1,0,0,RB-18-A17-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
19,1,developing,SFI,0.0,0.0,3195836.1714285733,3195836.0,False,True,5.0,0,0.0,1000000.0,0.523363374690105,5.64,0.0,0,1,0,0,RB-19-A1-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
19,2,developing,SFI,0.0,0.0,17327707.171428572,17327707.0,False,True,1.36,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-19-A2-contribution,"The marginal return to me per unit contributed is low, and contributing zero aligns with my previous behavior."
19,5,developing,SFI,0.0,0.0,15192812.171428574,15192812.0,False,True,1.36,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-19-A5-contribution,Low marginal return and high vulnerability index make it rational to contribute zero.
19,9,developing,SFI,0.0,0.0,10309156.171428574,10309156.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-19-A9-contribution,Low marginal return and high vulnerability index make contributing zero the optimal choice.
19,11,developing,SFI,0.0,0.0,13586712.171428574,13586712.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-19-A11-contribution,Low marginal return and high vulnerability index make contributing zero a rational choice.
20,5,developing,SFI,0.0,0.0,18918066.57142857,18918066.0,False,True,1.0,0,0.0,0.0,0.0,1.36,0.0,0,1,0,0,RB-20-A5-contribution,"The marginal return to me per unit contributed is low, and I prioritize immediate resilience needs."
20,9,developing,SFI,0.0,0.0,14034410.571428576,14034410.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-20-A9-contribution,Contribution is zero due to low marginal return and high vulnerability index.
20,16,developing,SFI,0.0,0.0,8877011.571428573,8877011.0,False,True,5.0,0,0.0,203507.0,0.0395024441618951,1.36,0.0,0,1,0,0,RB-20-A16-contribution,"I choose to contribute zero due to low marginal return and high vulnerability index, aligning with my previous behavior."
22,5,developing,SFI,0.0,0.0,23107280.51428572,23107280.0,False,True,6.08,0,0.0,5000000.0,0.2521499231802925,1.0,0.0,0,1,0,0,RB-22-A5-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
22,11,developing,SFI,0.0,0.0,15501180.514285715,15501180.0,False,True,5.0,0,0.0,10000000.0,0.8181048147567369,5.0,0.0,0,1,0,0,RB-22-A11-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
22,12,developing,SFI,0.0,0.0,13899515.514285715,13899515.0,False,True,5.0,0,0.0,3000000.0,0.2824404610733467,5.0,0.0,0,1,0,0,RB-22-A12-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
22,13,developing,SFI,0.0,0.0,12838103.514285715,12838103.0,False,True,5.24,0,0.0,2000000.0,0.2091985517710245,5.0,0.0,0,1,1,0,RB-22-A13-contribution,I choose to contribute zero as my marginal return is low and I want to preserve wealth for future rounds.
23,2,developing,SFI,0.0,0.0,11965825.371428575,11965825.0,False,True,5.0,0,0.0,3000000.0,0.4847141738382973,5.0,0.0,0,0,0,0,RB-23-A2-contribution,"Based on my internal beliefs and previous-round peer data, I believe contributing zero maximizes my cumulative payoff over the game."
23,11,developing,SFI,0.0,0.0,21277791.37142857,21277791.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,1,RB-23-A11-contribution,Free riding is a self-interested choice given the low marginal return and high vulnerability index.
23,17,developing,SFI,0.0,0.0,14385749.371428575,14385749.0,False,True,5.24,0,0.0,3000000.0,0.3484669220993366,6.56,0.0,0,1,0,0,RB-23-A17-contribution,Contribution is zero due to low marginal return and high vulnerability index.
24,2,developing,SFI,0.0,0.0,16235338.285714293,16235338.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-24-A2-contribution,Low marginal return and high vulnerability index make contributing zero dollars maximize my payoff.
24,5,developing,SFI,0.0,0.0,13153404.285714293,13153404.0,False,True,6.8,0,0.0,20000000.0,2.251265708214518,1.36,0.0,0,1,0,0,RB-24-A5-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
24,11,developing,SFI,0.0,0.0,25547304.28571429,25547304.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,RB-24-A11-contribution,Low marginal return and high vulnerability index make free riding a rational choice.
24,16,developing,SFI,0.0,0.0,18612349.28571429,18612349.0,False,True,3.08,0,0.0,5000000.0,0.3486060825430716,5.0,0.0,0,1,0,0,RB-24-A16-contribution,I choose to contribute zero due to low marginal return and high vulnerability index.
25,2,developing,SFI,0.0,0.0,20367525.828571435,20367525.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-25-A2-contribution,Contribution is not necessary due to low marginal return and high vulnerability index.
25,10,developing,SFI,0.0,0.0,28793735.828571435,28793735.0,False,True,5.0,0,0.0,378012.0,0.0153279913986167,7.04,0.0,0,1,0,1,RB-25-A10-contribution,Free riding is a rational choice given my high vulnerability index and low marginal return.
25,12,developing,SFI,0.0,0.0,22077826.828571435,22077826.0,False,True,5.0,0,0.0,3000000.0,0.1671715313250592,5.0,0.0,0,1,0,0,RB-25-A12-contribution,Low marginal return and high vulnerability index make contributing zero dollars a rational choice.
25,13,developing,SFI,0.0,0.0,20016414.828571435,20016414.0,False,True,5.0,0,0.0,2000000.0,0.125911066621335,4.68,0.0,0,1,0,1,RB-25-A13-contribution,Free riding is a rational choice given my high marginal return and low vulnerability index.
26,11,developing,SFI,0.0,0.0,27098600.28571429,27098600.0,False,True,5.0,0,0.0,10000000.0,0.5081432024317629,1.0,0.0,0,1,0,1,RB-26-A11-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
27,1,developing,SFI,0.0,0.0,19226778.885714293,19226778.0,False,True,5.0,0,0.0,3000000.0,0.3116891767848022,5.04,0.0,0,1,0,1,RB-27-A1-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
27,2,developing,SFI,0.0,0.0,27388439.885714293,27388439.0,False,True,5.0,0,0.0,10000000.0,0.5622199140863716,1.0,0.0,0,1,0,1,RB-27-A2-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
27,5,developing,SFI,0.0,0.0,25306505.885714293,25306505.0,False,True,4.28,0,0.0,5000000.0,0.3183760217664406,5.0,0.0,0,1,0,1,RB-27-A5-contribution,"I choose to contribute nothing because my marginal return is low and I have a high vulnerability index, making it irrational for me to invest more."
27,12,developing,SFI,0.0,0.0,29098740.885714293,29098740.0,False,True,6.32,0,0.0,10000000.0,0.5129011228409398,1.0,0.0,0,1,0,1,RB-27-A12-contribution,I choose to contribute nothing due to low marginal return and high vulnerability index.
28,2,developing,SFI,0.0,0.0,31860826.057142865,31860826.0,False,True,1.0,0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,RB-28-A2-contribution,"The marginal return to me per unit contributed is low, and contributing nothing aligns with my previous actions and stated intent."
28,12,developing,SFI,0.0,0.0,33571127.05714286,33571127.0,False,True,1.0,0,0.0,0.0,0.0,6.32,0.0,0,1,0,0,RB-28-A12-contribution,Low marginal return and high vulnerability index make contributing zero the optimal choice.
28,15,developing,SFI,0.0,0.0,28767775.057142865,28767775.0,False,True,5.12,0,0.0,3000000.0,0.1234802214573318,5.0,0.0,0,1,0,1,RB-28-A15-contribution,Free-riding is a rational choice given the low marginal return and high vulnerability index.
29,9,developing,SFI,0.0,0.0,24242528.914285723,24242528.0,False,True,5.0,0,0.0,4216180.0,0.2420303033670796,5.0,0.0,0,0,0,0,RB-29-A9-contribution,"Based on my institution's historical behavior and the current decision card, I choose to contribute zero."
29,12,developing,SFI,0.0,0.0,40393605.91428572,40393605.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-29-A12-contribution,Contributing zero aligns with my internal beliefs of low marginal return and high vulnerability index.
29,15,developing,SFI,0.0,0.0,35590253.91428572,35590253.0,False,True,1.0,0,0.0,0.0,0.0,5.12,0.0,0,1,0,1,RB-29-A15-contribution,Free-riding is rational due to low marginal return and high vulnerability index.
30,5,developing,SFI,0.0,0.0,41073757.085714296,41073757.0,False,True,5.0,0,0.0,4000000.0,0.1398534361163119,4.68,0.0,0,0,0,0,RB-30-A5-contribution,"Based on my internal beliefs and previous round data, I believe contributing zero maximizes my cumulative payoff."
1,14,developed,SI,0.0,0.0,4689206.0,4689206.0,False,True,5.0,0,0.0,,,,,0,0,0,1,RB-01-A14-contribution,"Given my institution's (SI) high fiscal capacity and historically higher emissions, I choose to contribute nothing this round to maintain flexibility for future rounds."
1,19,developed,SI,0.0,0.0,5290943.0,5290943.0,False,True,5.0,0,0.0,,,,,0,1,0,1,RB-01-A19-contribution,"With no prior experience and a high MCPR, I choose to contribute nothing initially to observe other players' strategies."
1,25,developed,SI,0.0,0.0,8771939.0,8771939.0,False,True,5.0,0,0.0,,,,,0,0,0,1,RB-01-A25-contribution,"Since I have no prior experience and no peer data, I will contribute nothing to explore options without immediate costs."
2,4,developed,SI,0.0,0.0,15700531.066666666,15700531.0,False,True,5.0,0,0.0,20000000.0,1.5554357697186676,5.0,0.0,0,0,0,0,RB-02-A4-contribution,"Based on observed peer behavior and internal beliefs, I will not contribute to maintain flexibility for future rounds."
3,7,developed,SI,0.0,0.0,9347060.133333333,9347060.0,False,True,5.0,0,0.0,2629141.0,0.6095606064959648,5.0,0.0,0,1,0,1,RB-03-A7-contribution,"Based on previous round data and internal beliefs, I choose not to contribute due to high contributions from some agents and low marginal return."
3,19,developed,SI,0.0,0.0,11163146.133333333,11163146.0,False,True,5.24,0,0.0,2000000.0,0.3262436208361404,1.0,0.0,0,0,0,1,RB-03-A19-contribution,"Based on previous round data and internal beliefs, I choose not to contribute as a free-rider."
3,21,developed,SI,0.0,0.0,11147917.133333333,11147917.0,False,True,4.52,0,0.0,2000000.0,0.327177967015575,5.12,0.0,0,0,0,1,RB-03-A21-contribution,"Based on previous rounds' data, I expect others to free-ride and contribute little, so I also choose not to contribute."
3,22,developed,SI,0.0,0.0,12337230.133333333,12337230.0,False,True,8.0,0,0.0,234506.0,0.0321332958967557,5.0,0.0,0,0,0,1,RB-03-A22-contribution,"Based on previous round data and internal beliefs, I choose not to contribute as a free-rider."
4,0,developed,SI,0.0,0.0,19775739.2,19775739.0,False,True,5.0,0,0.0,2000000.0,0.1467582805559166,5.0,0.0,0,0,1,1,RB-04-A0-contribution,"Given my high current wealth and no significant past contributions, I choose to contribute nothing this round."
4,6,developed,SI,0.0,0.0,14029548.2,14029548.0,False,True,6.56,0,0.0,2834690.0,0.3595078087759208,5.24,0.0,0,0,0,0,RB-04-A6-contribution,"Based on previous rounds' data, I observed that high contributions from peers with SI strategy do not necessarily correlate with higher cumulative payoffs."
5,19,developed,SI,0.0,0.0,13863695.333333332,13863695.0,False,True,8.0,1,0.0,10000000.0,1.3663240099117515,1.0,0.0,0,0,0,0,RB-05-A19-contribution,"My cumulative payoff is already high, and contributing nothing maximizes my current payoff."
5,25,developed,SI,0.0,0.0,12737383.333333334,12737383.0,False,True,5.12,1,0.0,5000000.0,0.8072214417646558,5.36,0.0,0,1,1,0,RB-05-A25-contribution,"My cumulative payoff is already high, and contributing would reduce my Stage 2 budget without significant marginal return."
6,0,developed,SI,0.0,0.0,31966882.266666666,31966882.0,False,True,5.0,0,0.0,2000000.0,0.0822365400302531,1.36,0.0,0,1,0,0,RB-06-A0-contribution,"Based on previous round data, I observed that most high contributors used the SI strategy, but given my current situation and MCPR, contributing nothing maximizes my payoff."
6,19,developed,SI,0.0,0.0,21504470.266666666,21504470.0,False,True,1.0,0,0.0,0.0,0.0,8.0,0.0,1,1,0,0,RB-06-A19-contribution,"No contribution maximizes my current payoff, given the high marginal return to me per unit contributed and the lack of consistent cooperation from peers."
7,6,developed,SI,0.0,0.0,32432568.73333333,32432568.0,False,True,5.0,0,0.0,4102865.0,0.2038543273337925,5.0,0.0,0,1,0,0,RB-07-A6-contribution,Contributing nothing maximizes my payoff given the low marginal return and high vulnerability index.
7,18,developed,SI,0.0,0.0,26009077.73333333,26009077.0,False,True,5.0,0,0.0,5000000.0,0.364857315079525,5.12,0.0,0,1,0,0,RB-07-A18-contribution,Contribution of zero maximizes my payoff due to high marginal return and low vulnerability index.
7,19,developed,SI,0.0,0.0,33775501.733333334,33775501.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,RB-07-A19-contribution,I choose to contribute nothing because my marginal return per unit contributed is low and I prioritize maximizing my payoff.
8,19,developed,SI,0.0,0.0,54820995.06666666,54820995.0,False,True,1.0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,RB-08-A19-contribution,Low marginal return and high contribution from peers make contributing zero a rational choice.
9,21,developed,SI,0.0,0.0,45600830.46666667,45600830.0,False,True,5.48,0,0.0,19535170.0,0.9120261206116278,4.92,0.0,0,1,0,0,RB-09-A21-contribution,Low marginal return per unit contributed and high vulnerability index make contributing zero a rational choice.
