source_file,run_label,scenario,condition,seed,num_agents,num_rounds,round_number,agent_id,institution_choice,agent_group,strategy,contribution,stage1_payoff,stage2_payoff,payoff,cumulative_payoff,wealth,reputation,rank_numeric,rank_text,received_punishments,received_rewards,assigned_punishments_total,assigned_rewards_total,climate_damage_taken_round,climate_damage_taken_cumulative,ldf_contribution_round,ldf_payout_round,net_climate_transfer_round,vulnerability,historical_emissions,contribution_capacity,parsing_failures,rule_of_law_blocks,subsidy,trust_level_count,institutional_strategy
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,2,3,SFI,developed,LLM,10.0,19.866666666666667,0.0,21.866666666666667,1352.4666666666665,1352.4666666666665,3.0,3,3 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,2.0,6,"I will maintain my current contribution level of 10, as it seems to be yielding decent payoffs. I'll also keep an eye on Agent 0's behavior."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,2,4,SFI,developed,LLM Greedy Persona,1.0,28.866666666666667,0.0,28.866666666666667,1362.8,1362.8,6.67,2,2 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a moderate level, but consider increasing contributions if peers continue to demonstrate cooperative behavior."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,2,5,SFI,developing,LLM,10.0,19.866666666666667,0.0,21.866666666666667,752.8000000000001,752.8000000000001,3.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,2.0,6,"Continue contributing at a high level to SFI, as it appears to be the most effective institution for maximizing payoffs. However, I may need to adjust my contribution level based on peer actions."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,2,6,SFI,developed,LLM Greedy Persona,1.0,28.866666666666667,0.0,28.866666666666667,1363.8,1363.8,1.0,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Adjust contribution level based on peer actions, as some agents are choosing to contribute more. Continue exploring SFI institution."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,0,SFI,developing,LLM,20.0,15.200000000000001,0.0,15.200000000000001,756.0,756.0,6.5,7,7 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue with SFI institution, but adjust contribution level to counter free-riding and defectors. Consider increasing contribution to maintain cooperation."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,1,SFI,developing,LLM,10.0,25.200000000000003,0.0,25.200000000000003,785.1333333333334,785.1333333333334,9.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue contributing at a high level to SFI, but consider adjusting my contribution based on peer actions. I will also monitor the behavior of Agent 4 and Agent 6 more closely."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,2,SFI,developing,LLM,15.0,20.200000000000003,0.0,20.200000000000003,758.0,758.0,7.5,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue contributing at a moderate level to SFI, but consider adjusting my contribution based on the increasing number of free-riders."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,3,SI,developed,LLM,10.0,26.0,10.0,36.0,1388.4666666666665,1388.4666666666665,6.5,3,3 out of 7,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"I will maintain my current contribution level of 10, as it seems to be yielding decent payoffs. I'll also keep an eye on Agent 0's behavior."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,4,SFI,developed,LLM Greedy Persona,1.0,34.2,0.0,34.2,1397.0,1397.0,4.0,2,2 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a moderate level, as my peers' cooperative behavior suggests that this approach is effective. However, I will keep a closer eye on Agent 3 and Agent 6."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,5,SFI,developing,LLM,10.0,25.200000000000003,0.0,25.200000000000003,778.0000000000001,778.0000000000001,5.0,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue contributing at a high level to SFI, but consider adjusting my contribution level based on the inconsistent behavior of Agent 2 and the low contributions from Agents 4 and 6."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,3,6,SFI,developed,LLM Greedy Persona,1.0,34.2,0.0,34.2,1398.0,1398.0,5.33,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to adjust contribution level based on peer actions, as some agents are choosing to contribute more. Consider exploring other institutions to see if they yield better results."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,0,SI,developing,LLM,5.0,27.0,-30.0,-3.0,753.0,753.0,6.33,7,7 out of 7,30.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Adjust contribution level to counter free-riding and defectors, while maintaining cooperation with cooperative agents."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,1,SFI,developing,LLM,10.0,20.240000000000002,0.0,24.240000000000002,809.3733333333334,809.3733333333334,7.17,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,4.0,6,"Continue contributing at a high level to SFI, but consider adjusting my contribution based on peer actions. I will also monitor the behavior of Agent 4 and Agent 6 more closely."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,2,SFI,developing,LLM,10.0,20.240000000000002,0.0,24.240000000000002,782.24,782.24,8.0,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,4.0,6,"Continue contributing at a moderate level to SFI, but consider adjusting my contribution based on the increasing number of free-riders. Agent 1's consistent behavior is reassuring."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,3,SI,developed,LLM,10.0,22.0,-10.0,16.0,1404.4666666666665,1404.4666666666665,9.33,3,3 out of 7,30.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,4.0,6,"I will maintain my current contribution level of 10, but I'll also consider adjusting it if Agent 0 continues to contribute less than their peers."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,4,SFI,developed,LLM Greedy Persona,1.0,29.240000000000002,0.0,29.240000000000002,1426.24,1426.24,8.0,2,2 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a moderate level, as the majority of my peers' cooperative behavior suggests that this approach is effective."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,5,SFI,developing,LLM,10.0,20.240000000000002,0.0,24.240000000000002,802.2400000000001,802.2400000000001,6.83,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,4.0,6,"Continue contributing at a high level to SFI, as the majority of agents are still cooperating. However, I will consider adjusting my contribution level if Agent 2's inconsistent behavior continues."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,4,6,SFI,developed,LLM Greedy Persona,1.0,29.240000000000002,0.0,29.240000000000002,1427.24,1427.24,7.0,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a moderate level, as some agents are choosing high contribution levels and yielding positive results."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,0,SI,developing,LLM,5.0,27.0,-30.0,-3.0,750.0,750.0,7.0,7,7 out of 7,30.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Adjust contribution level to counter free-riding and defectors, while maintaining cooperation with cooperative agents. Consider increasing contributions to deter free-riding."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,1,SFI,developing,LLM,20.0,15.040000000000001,0.0,20.04,829.4133333333334,829.4133333333334,8.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,5.0,6,"Continue contributing at a high level to SFI, but consider adjusting my contribution based on peer actions. I will also closely monitor the behavior of Agent 4 and Agent 6."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,2,SI,developing,LLM,10.0,22.0,-30.0,-3.0,779.24,779.24,7.67,6,6 out of 7,45.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,5.0,6,"Continue contributing at a moderate level to SFI, but consider adjusting my contribution based on the increasing number of free-riders. Agent 1's consistent behavior is reassuring."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,3,SFI,developed,LLM,10.0,25.04,0.0,30.04,1434.5066666666664,1434.5066666666664,10.0,3,3 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,5.0,6,"I will maintain my current contribution level of 10, but I'll also consider adjusting it if Agent 0 continues to contribute less than their peers."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,4,SFI,developed,LLM Greedy Persona,1.0,34.04,0.0,34.04,1460.28,1460.28,7.0,2,2 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a moderate level, as the majority of my peers' consistent contributions suggest that this approach is effective."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,5,SFI,developing,LLM,15.0,20.04,0.0,25.04,827.2800000000001,827.2800000000001,8.5,5,5 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,5.0,6,"Continue contributing at a high level to SFI, as the majority of agents are still cooperating. However, I will consider adjusting my contribution level if Agent 2's inconsistent behavior continues."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,5,6,SFI,developed,LLM Greedy Persona,1.0,34.04,0.0,34.04,1461.28,1461.28,8.0,1,1 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,1.0,0,0,0.0,6,"Continue to contribute at a moderate level, as Agent 1's high contributions did not yield better results and some agents are choosing high contribution levels."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,6,0,SI,developing,LLM,10.0,30.0,-25.0,14.0,764.0,764.0,3.0,7,7 out of 7,30.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,9.0,6,"Adjust contribution level to counter free-riding and defectors, while maintaining cooperation with cooperative agents. Consider increasing contributions to deter free-riding."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,6,1,SFI,developing,LLM,10.0,20.240000000000002,0.0,20.240000000000002,849.6533333333334,849.6533333333334,10.0,4,4 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue contributing at a high level to SFI, but consider adjusting my contribution based on peer actions. I will also closely monitor the behavior of Agent 4 and Agent 6."
simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239.json,simulation_llama3.1_8b_Full_Mixed_LLM5_Random0_Greedy2_scnabstract_sh0_ldf0_seed1_7agents_30rounds_20260604_013239,abstract,Full_Mixed_LLM5_Random0_Greedy2,1,7,30,6,2,SFI,developing,LLM,10.0,20.240000000000002,0.0,20.240000000000002,799.48,799.48,7.83,6,6 out of 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.1,0,0,0.0,6,"Continue contributing at a moderate level to SFI, but consider increasing my contribution to counterbalance the free-riders. Agent 1's consistent behavior remains reassuring."
