evidence_id,run,source_file,round_number,agent_id,agent_group,institution_choice,kind,action,contribution,reputation,shock_occurred,proposal_round,source_path,text,text_length
RB-01-A5-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,5,developed,SI,deanonymized_punishment,assigned_punish_total=400.0,0.0,5.0,0,0,rounds[1].agents[5].deanonymized_punishment_reasoning,Punished free-riders and rewarded cooperative contributors to balance self-interest and institutional credibility.,114
RB-01-A5-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,5,developed,SI,belief_strategy,institution_choice=SI,0.0,5.0,0,0,rounds[1].agents[5].belief_state.institutional_strategy,Most peers follow SI strategy.,30
RB-01-A5-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,5,developed,SI,belief_observations,institution_choice=SI,0.0,5.0,0,0,rounds[1].agents[5].belief_state.observations,High contributors are mostly SI agents.,39
RB-01-A6-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,6,developed,SI,institution,institution_choice=SI,200000.0,5.0,0,0,rounds[1].agents[6].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-01-A6-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,6,developed,SI,contribution,contribution=200000.0,200000.0,5.0,0,0,rounds[1].agents[6].contribution_reasoning,Contribute a moderate amount to support global emissions reduction while preserving some wealth for potential future rounds.,124
RB-01-A6-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,6,developed,SI,punishment,assigned_punish_total=1200.0,200000.0,5.0,0,0,rounds[1].agents[6].punishment_reasoning,"Punishing free-riders to encourage cooperation, while rewarding generous contributors to promote positive behavior.",115
RB-01-A6-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,6,developed,SI,deanonymized_punishment,assigned_punish_total=1200.0,200000.0,5.0,0,0,rounds[1].agents[6].deanonymized_punishment_reasoning,"Punishing free-riders to encourage cooperation, while rewarding generous contributors to promote positive behavior.",115
RB-01-A6-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,6,developed,SI,belief_strategy,institution_choice=SI,200000.0,5.0,0,0,rounds[1].agents[6].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-01-A6-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,6,developed,SI,belief_observations,institution_choice=SI,200000.0,5.0,0,0,rounds[1].agents[6].belief_state.observations,High contributors are mostly following the SI strategy.,55
RB-01-A7-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,7,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[7].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-01-A7-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,7,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[1].agents[7].contribution_reasoning,Contributing nothing allows me to conserve wealth and assess future opportunities.,82
RB-01-A7-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,7,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[7].belief_state.institutional_strategy,Most peers follow SI strategy.,30
RB-01-A7-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,7,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[7].belief_state.observations,High contributors are mostly from SI.,37
RB-01-A8-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,8,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[8].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-01-A8-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,8,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[1].agents[8].contribution_reasoning,"In this first round with no prior contributions, I choose to contribute nothing to observe how others act and wait for more information.",136
RB-01-A8-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,8,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[8].belief_state.institutional_strategy,Most peers are using the SI strategy.,37
RB-01-A8-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,8,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[8].belief_state.observations,High contributors are mostly using the SI strategy.,51
RB-01-A9-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,9,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[9].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-01-A9-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,9,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[1].agents[9].contribution_reasoning,Contributing nothing allows me to conserve resources and observe the behavior of other agents without committing my institution's funds.,136
RB-01-A9-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,9,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[9].belief_state.institutional_strategy,Most peers are contributing highly in SI institutions.,54
RB-01-A9-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,9,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[9].belief_state.observations,"High contributors in SI institutions, low contributions from SFI agents.",72
RB-01-A10-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,10,developed,SI,institution,institution_choice=SI,0.0,5.0,0,0,rounds[1].agents[10].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-01-A10-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,10,developed,SI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[1].agents[10].contribution_reasoning,Maximizing my cumulative payoff requires starting with a low contribution to avoid punishment and assess the group's behavior.,126
RB-01-A10-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,10,developed,SI,punishment,assigned_punish_total=75.0,0.0,5.0,0,0,rounds[1].agents[10].punishment_reasoning,"Punished free-riders below the group average, while rewarding those who contributed significantly above the average or demonstrated a strong commitment to emissions reduction.",175
RB-01-A10-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,10,developed,SI,deanonymized_punishment,assigned_punish_total=75.0,0.0,5.0,0,0,rounds[1].agents[10].deanonymized_punishment_reasoning,"Punished free-riders below the group average, while rewarding those who contributed significantly above the average or demonstrated a strong commitment to emissions reduction.",175
RB-01-A10-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,10,developed,SI,belief_strategy,institution_choice=SI,0.0,5.0,0,0,rounds[1].agents[10].belief_state.institutional_strategy,Most peers are using the SI strategy.,37
RB-01-A10-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,10,developed,SI,belief_observations,institution_choice=SI,0.0,5.0,0,0,rounds[1].agents[10].belief_state.observations,High-contributors are mostly using the SI strategy.,51
RB-01-A11-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,11,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[11].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-01-A11-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,11,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[1].agents[11].contribution_reasoning,Contributing nothing allows me to conserve budget for future rounds and avoid immediate financial burden.,105
RB-01-A11-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,11,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[11].belief_state.institutional_strategy,Most peers are using the SI strategy.,37
RB-01-A11-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,11,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[11].belief_state.observations,High-contributors are mostly using the SI strategy.,51
RB-01-A12-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,12,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[12].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-01-A12-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,12,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[1].agents[12].contribution_reasoning,Contributing nothing allows me to conserve budget for potential future benefits and avoid immediate costs.,106
RB-01-A12-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,12,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[12].belief_state.institutional_strategy,Most peers are contributing highly in SI.,41
RB-01-A12-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,12,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[1].agents[12].belief_state.observations,"High contributions from peers in SI, low from SFI.",50
RB-01-A13-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,13,developed,SI,institution,institution_choice=SI,22500.0,5.0,0,0,rounds[1].agents[13].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-01-A13-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,13,developed,SI,contribution,contribution=22500.0,22500.0,5.0,0,0,rounds[1].agents[13].contribution_reasoning,Choose a moderate contribution to balance between individual gain and group cooperation.,88
RB-01-A13-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,13,developed,SI,punishment,assigned_punish_total=450.0,22500.0,5.0,0,0,rounds[1].agents[13].punishment_reasoning,Targeted punishments for free-riders and rewards for cooperative agents in the first round.,91
RB-01-A13-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,13,developed,SI,deanonymized_punishment,assigned_punish_total=450.0,22500.0,5.0,0,0,rounds[1].agents[13].deanonymized_punishment_reasoning,Targeted punishments for free-riders and rewards for cooperative agents in the first round.,91
RB-01-A13-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,13,developed,SI,belief_strategy,institution_choice=SI,22500.0,5.0,0,0,rounds[1].agents[13].belief_state.institutional_strategy,No prior experience — exploring options.,40
RB-01-A13-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,13,developed,SI,belief_observations,institution_choice=SI,22500.0,5.0,0,0,rounds[1].agents[13].belief_state.observations,No rounds played yet.,21
RB-01-A14-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,14,developed,SI,institution,institution_choice=SI,880000.0,5.0,0,0,rounds[1].agents[14].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-01-A14-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,14,developed,SI,contribution,contribution=880000.0,880000.0,5.0,0,0,rounds[1].agents[14].contribution_reasoning,"Maximize cumulative payoff by contributing a significant amount to reduce emissions and earn rewards, while considering the punishment effect.",142
RB-01-A14-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,14,developed,SI,punishment,assigned_punish_total=53.0,880000.0,5.0,0,0,rounds[1].agents[14].punishment_reasoning,Punishing free-riders who contributed below the group average or had mismatched stated intent. Rewarding generous contributors who demonstrated a willingness to support emissions reduction and maximize cumulative payoff through cooperation.,240
RB-01-A14-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,14,developed,SI,deanonymized_punishment,assigned_punish_total=53.0,880000.0,5.0,0,0,rounds[1].agents[14].deanonymized_punishment_reasoning,Punishing free-riders who contributed below the group average or had mismatched stated intent. Rewarding generous contributors who demonstrated a willingness to support emissions reduction and maximize cumulative payoff through cooperation.,240
RB-01-A14-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,14,developed,SI,belief_strategy,institution_choice=SI,880000.0,5.0,0,0,rounds[1].agents[14].belief_state.institutional_strategy,Most agents are using the SI strategy.,38
RB-01-A14-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,14,developed,SI,belief_observations,institution_choice=SI,880000.0,5.0,0,0,rounds[1].agents[14].belief_state.observations,Agent 14 contributed significantly this round.,46
RB-01-A15-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,15,developing,SFI,institution,institution_choice=SFI,1000.0,5.0,0,0,rounds[1].agents[15].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-01-A15-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,15,developing,SFI,contribution,contribution=1000.0,1000.0,5.0,0,0,rounds[1].agents[15].contribution_reasoning,Begin with a moderate contribution to explore potential returns and avoid free-riding.,86
RB-01-A15-belief_strategy,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,15,developing,SFI,belief_strategy,institution_choice=SFI,1000.0,5.0,0,0,rounds[1].agents[15].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-01-A15-belief_observations,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,15,developing,SFI,belief_observations,institution_choice=SFI,1000.0,5.0,0,0,rounds[1].agents[15].belief_state.observations,"High-contributors are mostly from SI, while SFI agents contribute little.",73
RB-01-A16-institution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,16,developed,SI,institution,institution_choice=SI,1200000.0,5.0,0,0,rounds[1].agents[16].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-01-A16-contribution,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,16,developed,SI,contribution,contribution=1200000.0,1200000.0,5.0,0,0,rounds[1].agents[16].contribution_reasoning,Maximize cumulative payoff by contributing a substantial amount while considering future Stage 2 budget and institutional strategy.,131
RB-01-A16-punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,16,developed,SI,punishment,assigned_punish_total=2300.0,1200000.0,5.0,0,0,rounds[1].agents[16].punishment_reasoning,Punished free-riders and rewarded generous contributors to maintain group cooperation and credibility.,102
RB-01-A16-deanonymized_punishment,20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,16,developed,SI,deanonymized_punishment,assigned_punish_total=2300.0,1200000.0,5.0,0,0,rounds[1].agents[16].deanonymized_punishment_reasoning,Punished free-riders and rewarded generous contributors to maintain group cooperation and credibility.,102
