evidence_id,round_number,agent_id,institution_choice,kind,bad_rep_prev,rep_drop_prev,gossip_prev,contribution,prop,motifs,text_excerpt,source_path
RB-01-A24-belief_observations,1,24,SFI,belief_observations,0,0,0,,0.0,named_agents,"High contributors in SI, while Agent 24 is SFI with moderate contribution.",rounds[1].agents[24].belief_state.observations
RB-01-A25-punishment,1,25,SI,punishment,0,0,0,,0.0,opportunistic,Punished free-riders who undercontribute or mismatch their stated intent with actions. Rewarded contributors who demonstrate a strong commitment to reducing emissions and earning rewards.,rounds[1].agents[25].punishment_reasoning
RB-01-A25-belief_strategy,1,25,SI,belief_strategy,0,0,0,,0.0,conformity,Most peers are cooperative in SI institutions.,rounds[1].agents[25].belief_state.institutional_strategy
RB-02-A2-contribution,2,2,SI,contribution,0,0,0,,0.107237356233132,opportunistic,"Medium contribution to balance self-interest with cooperation, considering previous round's group average and my internal beliefs about SI strategy.",rounds[2].agents[2].contribution_reasoning
RB-02-A2-punishment,2,2,SI,punishment,0,0,0,,0.107237356233132,opportunistic,Punishing free-riders and rewarding generous contributors to maintain SI strategy consistency.,rounds[2].agents[2].punishment_reasoning
RB-02-A3-contribution,2,3,SI,contribution,0,0,0,,0.0196699526196737,opportunistic,"I'm choosing a moderate contribution to balance self-interest and cooperation, while also considering the historical emissions index of 1.50.",rounds[2].agents[3].contribution_reasoning
RB-02-A3-punishment,2,3,SI,punishment,0,0,0,,0.0196699526196737,opportunistic,Punished free-riders who did not contribute significantly to the group average. Rewarded generous contributors.,rounds[2].agents[3].punishment_reasoning
RB-02-A3-belief_observations,2,3,SI,belief_observations,0,0,0,,0.0196699526196737,named_agents,"Agent 3 contributed $100,000 to a total payoff of $3,208,823.",rounds[2].agents[3].belief_state.observations
RB-02-A4-contribution,2,4,SFI,contribution,0,0,0,,0.0,future_rounds,"Given high vulnerability and limited budget, I choose to conserve wealth for potential future cooperation.",rounds[2].agents[4].contribution_reasoning
RB-02-A5-contribution,2,5,SI,contribution,0,0,0,,0.2751490218566919,opportunistic,"This contribution balances self-interest with cooperative behavior, given the high MCPR and peer contributions.",rounds[2].agents[5].contribution_reasoning
RB-02-A5-punishment,2,5,SI,punishment,0,0,0,,0.2751490218566919,fairness|opportunistic,Punishing free-riders and those who did not match their stated intentions to maintain cooperation and fairness within the group.,rounds[2].agents[5].punishment_reasoning
RB-02-A5-belief_strategy,2,5,SI,belief_strategy,0,0,0,,0.2751490218566919,opportunistic,Agents follow a mix of cooperative and self-interested strategies.,rounds[2].agents[5].belief_state.institutional_strategy
RB-02-A5-belief_observations,2,5,SI,belief_observations,0,0,0,,0.2751490218566919,named_agents,"High contributions from Agent 13 and Agent 21, while others contribute little or nothing.",rounds[2].agents[5].belief_state.observations
RB-02-A6-contribution,2,6,SI,contribution,0,0,0,,0.0463861671089501,opportunistic,"I'm choosing a moderate contribution to balance self-interest and cooperation, while also considering the institution's typical strategy.",rounds[2].agents[6].contribution_reasoning
RB-02-A6-punishment,2,6,SI,punishment,0,0,0,,0.0463861671089501,opportunistic,Focused on punishing free-riders and rewarding generous contributors to maintain social norms within SI institution.,rounds[2].agents[6].punishment_reasoning
RB-02-A8-belief_strategy,2,8,SFI,belief_strategy,0,0,0,,0.0026077065027899,conformity,Most peers are using the SI strategy.,rounds[2].agents[8].belief_state.institutional_strategy
RB-02-A10-contribution,2,10,SI,contribution,0,0,0,,0.0222447951968049,opportunistic,"I'm choosing a moderate contribution to balance self-interest and cooperation, given my institution's historical behavior and peer data.",rounds[2].agents[10].contribution_reasoning
RB-02-A10-punishment,2,10,SI,punishment,0,0,0,,0.0222447951968049,named_agents|opportunistic,"Punished free-riders (Agent 3, Agent 5) and rewarded generous contributors (Agent 14, Agent 21)",rounds[2].agents[10].punishment_reasoning
RB-02-A10-belief_observations,2,10,SI,belief_observations,0,0,0,,0.0222447951968049,named_agents,"Agent 10 contributed significantly, while some peers were low contributors.",rounds[2].agents[10].belief_state.observations
RB-02-A12-belief_strategy,2,12,SFI,belief_strategy,0,0,0,,0.0018458442997402,named_agents,Agent 12 follows a Selfish-Investment strategy.,rounds[2].agents[12].belief_state.institutional_strategy
RB-02-A13-contribution,2,13,SI,contribution,0,0,0,,0.8191887948371155,opportunistic,"I've chosen a moderate contribution to balance my self-interest with cooperation, considering my institution's past contributions and the group's average.",rounds[2].agents[13].contribution_reasoning
RB-02-A13-punishment,2,13,SI,punishment,0,0,0,,0.8191887948371155,opportunistic,"Punishing free-riders who contributed below the group average or did not match their stated intent, while rewarding a generous contributor.",rounds[2].agents[13].punishment_reasoning
RB-02-A14-punishment,2,14,SI,punishment,0,0,0,,0.1916828659260399,opportunistic,Punishing free-riders and rewarding cooperative agents within the SI institution.,rounds[2].agents[14].punishment_reasoning
RB-02-A15-belief_strategy,2,15,SFI,belief_strategy,0,0,0,,0.0,conformity,"Most peers are defectors, but some contribute highly.",rounds[2].agents[15].belief_state.institutional_strategy
RB-02-A16-contribution,2,16,SI,contribution,0,0,0,,0.271013461615046,conformity,I have chosen to contribute a moderate amount based on the previous round's group average contribution and my institution's typical behavior.,rounds[2].agents[16].contribution_reasoning
RB-02-A16-punishment,2,16,SI,punishment,0,0,0,,0.271013461615046,opportunistic,Punishing free-riders and rewarding generous contributors to maintain SI strategy consistency.,rounds[2].agents[16].punishment_reasoning
RB-02-A17-contribution,2,17,SFI,contribution,0,0,0,,0.0023573354081477,named_agents,Matching Agent 1's contribution to balance individual and group interests.,rounds[2].agents[17].contribution_reasoning
RB-02-A18-belief_observations,2,18,SFI,belief_observations,0,0,0,,0.0826864569593967,named_agents,Agent 18 contributed significantly to the round.,rounds[2].agents[18].belief_state.observations
RB-02-A19-belief_observations,2,19,SFI,belief_observations,0,0,0,,0.0050871145421318,named_agents,Agent 19 has high contribution in this round.,rounds[2].agents[19].belief_state.observations
RB-02-A20-belief_observations,2,20,SFI,belief_observations,0,0,0,,0.0009243896230489,named_agents,Agent 20 contributed moderately this round.,rounds[2].agents[20].belief_state.observations
RB-02-A21-punishment,2,21,SI,punishment,0,0,0,,0.8925916951657341,opportunistic,Punished free-riders and rewarded high contributors to maintain SI strategy consistency.,rounds[2].agents[21].punishment_reasoning
RB-02-A22-contribution,2,22,SI,contribution,0,0,0,,0.3579806106656132,future_rounds|opportunistic,"I'll contribute a significant amount to maximize my payoff, considering my institution's (SI) history of cooperation and the potential for long-term benefits.",rounds[2].agents[22].contribution_reasoning
RB-02-A22-punishment,2,22,SI,punishment,0,0,0,,0.3579806106656132,opportunistic,Punishing free-riders to maintain cooperation and rewarding generous contributors to encourage high contributions.,rounds[2].agents[22].punishment_reasoning
RB-02-A23-contribution,2,23,SI,contribution,0,0,0,,0.1225941851523055,conformity,"Given my institution's (SI) high average contribution and the MCPR of 0.1333, I will contribute a moderate amount to maintain consistency with past rounds.",rounds[2].agents[23].contribution_reasoning
RB-02-A23-punishment,2,23,SI,punishment,0,0,0,,0.1225941851523055,opportunistic,Punishing free-riders while rewarding cooperative peers who contribute significantly to the climate cause.,rounds[2].agents[23].punishment_reasoning
RB-02-A25-punishment,2,25,SI,punishment,0,0,0,,0.0130904319327647,opportunistic,"Punished free-riders and those who did not match their stated intent, while rewarding no one to maintain a balanced strategy.",rounds[2].agents[25].punishment_reasoning
RB-03-A0-contribution,3,0,SFI,contribution,1,1,0,,0.0,,"Given high peer contributions and no significant marginal return to me per unit contributed, I choose not to contribute.",rounds[3].agents[0].contribution_reasoning
RB-03-A0-belief_strategy,3,0,SFI,belief_strategy,1,1,0,,0.0,,"Most peers follow SI, but some defect or contribute little.",rounds[3].agents[0].belief_state.institutional_strategy
RB-03-A0-belief_observations,3,0,SFI,belief_observations,1,1,0,,0.0,,High contributors in SI are rewarded with high payoffs.,rounds[3].agents[0].belief_state.observations
RB-03-A1-belief_strategy,3,1,SFI,belief_strategy,0,0,0,,0.0073373952609624,conformity,Most peers are using the SI strategy.,rounds[3].agents[1].belief_state.institutional_strategy
RB-03-A2-punishment,3,2,SI,punishment,0,0,0,,0.0715931251584713,opportunistic,Punished free-riders and rewarded cooperative peers to maintain institutional credibility and promote emissions reduction.,rounds[3].agents[2].punishment_reasoning
RB-03-A3-contribution,3,3,SI,contribution,1,1,1,,1.9547718672275176,,Max out contribution to maximize cumulative payoff,rounds[3].agents[3].contribution_reasoning
RB-03-A3-punishment,3,3,SI,punishment,1,1,1,,1.9547718672275176,opportunistic,Punishing free-riders and rewarding cooperative agents to maintain group balance.,rounds[3].agents[3].punishment_reasoning
RB-03-A3-belief_strategy,3,3,SI,belief_strategy,1,1,1,,1.9547718672275176,,Most peers follow the Selfish-Institution (SI) strategy.,rounds[3].agents[3].belief_state.institutional_strategy
RB-03-A3-belief_observations,3,3,SI,belief_observations,1,1,1,,1.9547718672275176,,"High contributions from peers 5, 6, and 21; low contributions from peers 0, 1, and 14.",rounds[3].agents[3].belief_state.observations
RB-03-A5-contribution,3,5,SI,contribution,1,1,1,,0.6529073195774684,opportunistic,"I'll contribute a significant amount to maximize my payoff, considering the high MCPR and previous rounds' contributions.",rounds[3].agents[5].contribution_reasoning
RB-03-A5-punishment,3,5,SI,punishment,1,1,1,,0.6529073195774684,opportunistic,Punished free-riders and rewarded generous contributors.,rounds[3].agents[5].punishment_reasoning
RB-03-A5-belief_strategy,3,5,SI,belief_strategy,1,1,1,,0.6529073195774684,,Most peers follow the SI strategy.,rounds[3].agents[5].belief_state.institutional_strategy
RB-03-A5-belief_observations,3,5,SI,belief_observations,1,1,1,,0.6529073195774684,,"High contributions from some agents, low contributions from others.",rounds[3].agents[5].belief_state.observations
RB-03-A6-contribution,3,6,SI,contribution,0,0,0,,0.7548929139108043,opportunistic,This contribution balances self-interest with cooperative pressure from high contributors.,rounds[3].agents[6].contribution_reasoning
RB-03-A6-punishment,3,6,SI,punishment,0,0,0,,0.7548929139108043,opportunistic,Punishing free-riders and rewarding high contributors to maintain cooperation and long-run climate stability.,rounds[3].agents[6].punishment_reasoning
RB-03-A7-contribution,3,7,SFI,contribution,1,1,1,,0.077838561045225,,"Maximizing my cumulative payoff requires contributing enough to benefit from the MCPR, but not so much that it depletes my budget.",rounds[3].agents[7].contribution_reasoning
RB-03-A7-belief_strategy,3,7,SFI,belief_strategy,1,1,1,,0.077838561045225,,Most contributors are from SI institution.,rounds[3].agents[7].belief_state.institutional_strategy
RB-03-A7-belief_observations,3,7,SFI,belief_observations,1,1,1,,0.077838561045225,,High contributions from peers in SI institution.,rounds[3].agents[7].belief_state.observations
RB-03-A8-contribution,3,8,SFI,contribution,1,1,1,,0.7233481595594436,,"Exploiting the high MCPR for a developing country institution, I contribute a moderate amount to balance immediate resilience needs and long-run cooperation incentives.",rounds[3].agents[8].contribution_reasoning
RB-03-A8-belief_strategy,3,8,SFI,belief_strategy,1,1,1,,0.7233481595594436,,"Contribute to SFI for high rewards, but be cautious of defectors.",rounds[3].agents[8].belief_state.institutional_strategy
RB-03-A8-belief_observations,3,8,SFI,belief_observations,1,1,1,,0.7233481595594436,,"High contributors in SI institutions are often defectors, while low contributors in SFI institutions may be cooperative.",rounds[3].agents[8].belief_state.observations
RB-03-A9-contribution,3,9,SFI,contribution,1,1,1,,0.6899507210253666,,"My institution is SFI, and I have a high budget, so I choose to contribute the maximum amount.",rounds[3].agents[9].contribution_reasoning
RB-03-A9-belief_strategy,3,9,SFI,belief_strategy,1,1,1,,0.6899507210253666,,"Most peers in SI, except for low contributors.",rounds[3].agents[9].belief_state.institutional_strategy
RB-03-A9-belief_observations,3,9,SFI,belief_observations,1,1,1,,0.6899507210253666,,High contributions from some agents in SI.,rounds[3].agents[9].belief_state.observations
RB-03-A10-contribution,3,10,SI,contribution,1,1,0,,0.0123273952024095,,"I choose to contribute a significant amount, considering my institution's history of cooperation and my past contributions.",rounds[3].agents[10].contribution_reasoning
RB-03-A10-punishment,3,10,SI,punishment,1,1,0,,0.0123273952024095,opportunistic,Punish free-riders and reward high contributors to maintain institutional credibility and long-run climate stability.,rounds[3].agents[10].punishment_reasoning
RB-03-A10-belief_strategy,3,10,SI,belief_strategy,1,1,0,,0.0123273952024095,,Most peers follow the SI strategy.,rounds[3].agents[10].belief_state.institutional_strategy
RB-03-A10-belief_observations,3,10,SI,belief_observations,1,1,0,,0.0123273952024095,,High contributors are mostly following the SI strategy.,rounds[3].agents[10].belief_state.observations
RB-03-A11-contribution,3,11,SFI,contribution,1,1,0,,0.0629156672926456,,Contribution is based on the previous round's group average to maintain cooperation incentives.,rounds[3].agents[11].contribution_reasoning
RB-03-A11-belief_strategy,3,11,SFI,belief_strategy,1,1,0,,0.0629156672926456,named_agents,"Most peers follow SI strategy, except Agent 11 (SFI)",rounds[3].agents[11].belief_state.institutional_strategy
RB-03-A11-belief_observations,3,11,SFI,belief_observations,1,1,0,,0.0629156672926456,conformity,High-contributing peers are mostly from SI institution,rounds[3].agents[11].belief_state.observations
RB-03-A12-contribution,3,12,SFI,contribution,1,1,0,,0.0501310827164258,,A moderate contribution is chosen to balance immediate resilience needs with long-run cooperation incentives.,rounds[3].agents[12].contribution_reasoning
RB-03-A12-belief_strategy,3,12,SFI,belief_strategy,1,1,0,,0.0501310827164258,,Most peers contribute significantly to the institution.,rounds[3].agents[12].belief_state.institutional_strategy
RB-03-A12-belief_observations,3,12,SFI,belief_observations,1,1,0,,0.0501310827164258,,"High contributors are mostly from SI, while low contributors are mostly from SFI.",rounds[3].agents[12].belief_state.observations
RB-03-A13-contribution,3,13,SI,contribution,0,0,0,,0.0057126497746088,opportunistic,"I'm choosing a moderate contribution to balance self-interest and cooperation, given my institution's history of high contributions.",rounds[3].agents[13].contribution_reasoning
RB-03-A13-punishment,3,13,SI,punishment,0,0,0,,0.0057126497746088,opportunistic,Punishing free-riders and rewarding cooperative agents with high net payoffs or significant contributions.,rounds[3].agents[13].punishment_reasoning
RB-03-A14-contribution,3,14,SI,contribution,0,0,0,,0.0,opportunistic,"Given a high budget and no punishment or reward effects, I choose to free-ride this round.",rounds[3].agents[14].contribution_reasoning
RB-03-A14-punishment,3,14,SI,punishment,0,0,0,,0.0,opportunistic,Punishing free-riders while rewarding a generous contributor to maintain institutional credibility and cooperation.,rounds[3].agents[14].punishment_reasoning
RB-03-A16-contribution,3,16,SI,contribution,0,0,0,,0.198132050652855,opportunistic,"I've chosen a moderate contribution to balance my self-interest with cooperation, considering past peer behavior and current decision context.",rounds[3].agents[16].contribution_reasoning
RB-03-A16-punishment,3,16,SI,punishment,0,0,0,,0.198132050652855,opportunistic,Punished free-riders and rewarded cooperative agents based on their contributions and stated intent.,rounds[3].agents[16].punishment_reasoning
RB-03-A17-contribution,3,17,SFI,contribution,1,1,0,,0.0670317897354298,,"Contribution is based on the group's previous round average, which was 30830.23 million USD.",rounds[3].agents[17].contribution_reasoning
RB-03-A17-belief_strategy,3,17,SFI,belief_strategy,1,1,0,,0.0670317897354298,,"Most peers in SI, few in SFI.",rounds[3].agents[17].belief_state.institutional_strategy
RB-03-A17-belief_observations,3,17,SFI,belief_observations,1,1,0,,0.0670317897354298,,"High-contributors mostly in SI, low-contributors mostly in SFI.",rounds[3].agents[17].belief_state.observations
RB-03-A18-contribution,3,18,SFI,contribution,0,0,0,,0.0597586272358118,conformity,"I'll contribute a moderate amount, given my past contributions and the group's average contribution.",rounds[3].agents[18].contribution_reasoning
RB-03-A19-contribution,3,19,SFI,contribution,1,1,0,,0.0038784857910483,,"As a member of SFI, I have observed that contributing around this amount has been consistent with past rounds and provides a balance between cooperation incentives and immediate resilience needs.",rounds[3].agents[19].contribution_reasoning
RB-03-A19-belief_strategy,3,19,SFI,belief_strategy,1,1,0,,0.0038784857910483,,Most peers follow the SI strategy.,rounds[3].agents[19].belief_state.institutional_strategy
RB-03-A19-belief_observations,3,19,SFI,belief_observations,1,1,0,,0.0038784857910483,,"High-contributors are mostly from SI, while SFI agents contribute less.",rounds[3].agents[19].belief_state.observations
RB-03-A20-contribution,3,20,SFI,contribution,1,1,0,,0.0890478271045353,,"I choose to contribute a moderate amount based on my institution's typical contribution levels and the MCPR, while also considering the overall budget and the need for cooperation.",rounds[3].agents[20].contribution_reasoning
RB-03-A20-belief_strategy,3,20,SFI,belief_strategy,1,1,0,,0.0890478271045353,,Institutional strategy is SI for high contributors and SFI for low contributors.,rounds[3].agents[20].belief_state.institutional_strategy
RB-03-A20-belief_observations,3,20,SFI,belief_observations,1,1,0,,0.0890478271045353,,"High contributors in SI institutions, while low contributors are mostly in SFI.",rounds[3].agents[20].belief_state.observations
RB-03-A21-contribution,3,21,SI,contribution,0,0,0,,0.4817210002994378,conformity,I have chosen to contribute a moderate amount based on past rounds' group average contribution and my internal belief that most peers follow the SI strategy.,rounds[3].agents[21].contribution_reasoning
RB-03-A21-punishment,3,21,SI,punishment,0,0,0,,0.4817210002994378,opportunistic,Punished free-riders and rewarded generous contributors to promote cooperation within the SI institution.,rounds[3].agents[21].punishment_reasoning
RB-03-A21-belief_strategy,3,21,SI,belief_strategy,0,0,0,,0.4817210002994378,opportunistic,Most peers follow a self-interest (SI) strategy.,rounds[3].agents[21].belief_state.institutional_strategy
RB-03-A22-punishment,3,22,SI,punishment,0,0,0,,0.242287168443526,opportunistic,Punishing free-riders and rewarding cooperative agents to maintain long-run climate stability and institutional credibility.,rounds[3].agents[22].punishment_reasoning
RB-03-A23-contribution,3,23,SI,contribution,0,0,0,,0.2756709472483794,opportunistic,"I balance self-interest with cooperation, choosing a moderate contribution to maintain credibility and long-run climate stability.",rounds[3].agents[23].contribution_reasoning
RB-03-A23-punishment,3,23,SI,punishment,0,0,0,,0.2756709472483794,opportunistic,Punished free-riders and rewarded cooperative agents to maintain long-run climate stability and institutional credibility.,rounds[3].agents[23].punishment_reasoning
RB-03-A24-contribution,3,24,SFI,contribution,1,1,0,,0.04266100531561,,"I'm choosing a moderate contribution to balance immediate resilience needs and long-run cooperation incentives, considering my institution's typical behavior.",rounds[3].agents[24].contribution_reasoning
RB-03-A24-belief_strategy,3,24,SFI,belief_strategy,1,1,0,,0.04266100531561,,"Most peers in SI, few in SFI.",rounds[3].agents[24].belief_state.institutional_strategy
RB-03-A24-belief_observations,3,24,SFI,belief_observations,1,1,0,,0.04266100531561,,High contributions from peers in SI.,rounds[3].agents[24].belief_state.observations
RB-03-A25-contribution,3,25,SI,contribution,1,1,0,,0.1672857764554816,,I'll contribute a moderate amount to support emissions reduction while considering my institution's and group's past behaviors.,rounds[3].agents[25].contribution_reasoning
RB-03-A25-punishment,3,25,SI,punishment,1,1,0,,0.1672857764554816,opportunistic,Punishing free-riders and rewarding cooperative agents to maintain group stability and encourage contributions.,rounds[3].agents[25].punishment_reasoning
RB-03-A25-belief_strategy,3,25,SI,belief_strategy,1,1,0,,0.1672857764554816,,Most peers follow the SI strategy.,rounds[3].agents[25].belief_state.institutional_strategy
RB-03-A25-belief_observations,3,25,SI,belief_observations,1,1,0,,0.1672857764554816,,High contributors are mostly following the SI strategy.,rounds[3].agents[25].belief_state.observations
RB-04-A0-contribution,4,0,SFI,contribution,0,0,0,,0.0,opportunistic,"Given low marginal return to contribution and peer free-riding, I choose not to contribute this round.",rounds[4].agents[0].contribution_reasoning
RB-04-A1-contribution,4,1,SFI,contribution,1,1,1,,0.0062771137255638,,"Balancing immediate resilience needs with long-run cooperation incentives, I choose a moderate contribution.",rounds[4].agents[1].contribution_reasoning
RB-04-A1-belief_strategy,4,1,SFI,belief_strategy,1,1,1,,0.0062771137255638,,"Most peers follow SI, but some deviate.",rounds[4].agents[1].belief_state.institutional_strategy
RB-04-A1-belief_observations,4,1,SFI,belief_observations,1,1,1,,0.0062771137255638,,High contributors in SI are rewarded with high payoffs.,rounds[4].agents[1].belief_state.observations
RB-04-A2-punishment,4,2,SI,punishment,0,0,0,,0.1973981744985299,opportunistic,Punishing free-riders and rewarding generous contributors to maintain social norms.,rounds[4].agents[2].punishment_reasoning
RB-04-A3-punishment,4,3,SI,punishment,0,0,0,,0.4149769530827568,fairness|opportunistic,Punished free-riders and rewarded generous contributors to promote fairness and cooperation within the institution.,rounds[4].agents[3].punishment_reasoning
